Name,Level,Other_Title
European journal of alternative education studies,Other identified publication channels,
European journal of cultural management and policy,1,
European journal of STEM education,Other identified publication channels,EJSTEME
Folia historiae artium,1,
Fronteiras,1,Revista de história
Frontiers in human dynamics,Other identified publication channels,
Frontiers in insect science,Other identified publication channels,
Frontiers in medical technology,Other identified publication channels,
Frontiers in neurorobotics,Other identified publication channels,
Frontiers in health services,Other identified publication channels,
Frontiers in reproductive health,Other identified publication channels,
Frontiers of neurology and neuroscience,1,
Annals of case reports,Other identified publication channels,
Archives of clinical trials,Other identified publication channels,
Avar,1,
Korporativnoe upravlenie i innovacionnoe razvitie èkonomiki Severa,Other identified publication channels,Corporate governance and innovative economic development of the North
Current research in physiology,1,
Educational research,Other identified publication channels,
Epilepsy & behavior reports,1,Epilepsy and behavior reports
Exploratory research in clinical and social pharmacy,1,
Gemmae,1,
Genesis,1,
Georgetown journal of international affairs,Other identified publication channels,
Giustizia,1,
GI forum,Other identified publication channels,GI_Forum
Grammateion,Other identified publication channels,
Elthe ellīnikī periodikī ekdosī gia tī thrīskeutikī ekpaideusī,Other identified publication channels,Gjre Greek Journal of Religious Education
Groningen journal of international law,1,
"Acta technica Napocensis : series applied mathematics, mechanics and engineering",Other identified publication channels,
Annals of 3D printed medicine,1,Annals of three dimentional printed medicine
Bulletin of atmospheric science and technology,1,
Analiz riska zdorovʹû,Other identified publication channels,Health risk analysis
Hospital pediatrics,1,Hospital pediatrics news journal
Human genetics and genomics advances,1,HGG advances
Human microbiome journal,Other identified publication channels,
"Idrott, historia och samhälle",1,
IEEE journal of microwaves,1,Journal of microwaves
IEEE open journal of the industrial electronics society,1,
IEEE open journal of vehicular technology,1,OJVT
IEEE revista Iberoamericana de tecnologias de aprendizagem,Other identified publication channels,IEEE journal of Latin-American learning technologies; IEEE-RITA
IEEE transactions on technology and society,1,
Indian chemical engineer,Other identified publication channels,
Indonesian journal of electrical engineering and informatics,Other identified publication channels,
Infection prevention in practice,1,
Infectious disorders : drug targets,1,
Le infezioni in medicina,Other identified publication channels,Official Journal of the Italian Society of Infectious and Tropical Diseases
Information geometry,1,
Hongwai yu jiguang gongcheng,Other identified publication channels,Infrared & Laser Engineering
Inovacije u nastavi,Other identified publication channels,Teaching Innovations
Insecta mundi,Other identified publication channels,
Instruments,Other identified publication channels,
Interactional linguistics,1,
The international journal of virtual reality,1,IJVR
Mezinárodní a srovnávací právní revue,1,International and Comparative Law Review
International journal of 3d printing technologies and digital industry,Other identified publication channels,
International journal of adult education and technology,1,
International journal of applied engineering and technology,Other identified publication channels,
International journal of bipolar disorders,1,
International journal of business management and economic review,Other identified publication channels,
International journal of clinical and experimental medical sciences,Other identified publication channels,
International journal of critical illness and injury science,1,
The international journal of design education,1,
International journal of environmental policy and decision making,1,
The international journal of gastroenterology and hepatology diseases,Other identified publication channels,
International journal of nursing and health care research,Other identified publication channels,
International journal of online and biomedical engineering,1,
International journal of politic and security,Other identified publication channels,
International journal of social entrepreneurship and innovation,1,
International journal of social policy and education,Other identified publication channels,
International journal of thermofluids,1,
International journal of integrating technology in education,Other identified publication channels,
International peacekeeping,1,
International politics reviews,1,
International research in early childhood education,Other identified publication channels,
IOB discussion papers,Other identified publication channels,
ISPRS open journal of photogrammetry and remote sensing,1,
Italian botanist,1,
Italian journal of educational technology,Other identified publication channels,
Izvestiâ vysših učebnyh zavedenij : lesnoj žurnal,Other identified publication channels,Bulletin of higher educational institutions: Forestry journal
Crítica penal y poder,1,
Radical criminology,1,
Studi sulla questione criminale,1,
"Journal of contemporary crime, harm, and ethics",1,
"e-Prime : advances in electrical engineering, electronics and energy",1,e-Prime
Groundwater for sustainable development,1,
International journal of Asian christianity,1,
JA clinical reports,1,
JACS Au,1,JACS gold
JCPP advances,1,Journal of child psychology and psychiatry advances
JDS communications,1,Journal of Dairy Science communications
Journal of agricultural and practice,Other identified publication channels,
Journal für LehrerInnenbildung,Other identified publication channels,
Journal of information system and technology management,Other identified publication channels,JISTM
Journal of applied biology and biotechnology,1,
Journal of applied glycoscience,Other identified publication channels,
"The journal of Asian finance, economics and business",Other identified publication channels,
Journal of asthma and allergy,1,
Journal of avant-garde studies,1,
Journal of awareness-based systems change,Other identified publication channels,Journal of awareness based systems change
Journal of business and behavioral sciences,Other identified publication channels,
Journal of cancer science and clinical therapeutics,Other identified publication channels,
Journal of case reports and medical images,Other identified publication channels,
The journal of climate change and health,1,
Journal of coatings technology and research,1,
Journal of cognitive enhancement,Other identified publication channels,
Journal of computational and theoretical transport,1,
Journal of contemporary brachytherapy,1,
Journal of deafblind studies on communication,Other identified publication channels,
Journal of dialogue studies,1,
Journal of early Christian history,1,
Research in education and learning innovation archives,Other identified publication channels,REALIA
Sustainable futures,1,"An applied journal of technology, environment & society"
Journal of environmental law & policy,1,Journal of environmental law and policy
Journal of family medicine and primary care,1,
Journal of hematology,Other identified publication channels,
Journal of hepatocellular carcinoma,1,
Journal for higher education management,Other identified publication channels,Journal of the American Association of University Administrators
Journal of horticultural science and research,Other identified publication channels,
Journal of human growth and development,Other identified publication channels,Revista Brasileira de Crescimento e Desenvolvimento Humano
Journal of hunger & environmental nutrition,Other identified publication channels,Journal of hunger and environmental nutrition
Journal of infection and public health,1,
Journal of laboratory and precision medicine,1,
Journal of laboratory physicians,Other identified publication channels,
The journal of machine learning for biomedical imaging,1,MELBA
Journal of mathematics,Other identified publication channels,
Journal of migration and health,1,
Journal of Nepal health research council,Other identified publication channels,
Journal of neurogastroenterology and motility,1,
Journal of New Zealand & Pacific studies,1,Journal of New Zealand and Pacific studies
Journal of otolaryngology and neurotology research,Other identified publication channels,Journal of otolaryngology & neurotology research
Journal of parasitic diseases,Other identified publication channels,
"Journal of physical education, recreation & dance",Other identified publication channels,"Journal of physical education, recreation and dance"
Journal of plant protection research,Other identified publication channels,
Journal of qualitative research in tourism,1,
Journal of research in pharmacy,1,Eczacılık Araştırmaları dergisi
Sahoegwasueobyeongu,Other identified publication channels,Journal of social studies lesson study
Journal of technology in behavioral science,1,
Proceedings of the annual CAD conference,Other identified publication channels,CAD ... proceedings
Journal of urban mobility,1,
IEEE International Conference on Smart Grid and Smart Cities,1,ICSGSC
Jurnal perencanaan pembangunan,Other identified publication channels,The Indonesian journal of development planning
Proceedings of the International Business Information Management Association Conference,Other identified publication channels,
Proceedings of the Engineering Education for Sustainable Development Conference,Other identified publication channels,
Proceedings of the Design Society,1,
International Seminar on ORC Power Systems,1,International Seminar on Organic Rankine Cycle Power Systems
Kathmandu university medical journal,Other identified publication channels,
Kliničeskaâ i specialʹnaâ psihologiâ,Other identified publication channels,The Clinical and special psychology
Korall,Other identified publication channels,
Landbauforschung,Other identified publication channels,Journal of sustainable and organic agricultural systems
Language development research,1,
Lishi yanjiu,Other identified publication channels,Historical Research
Logistics,Other identified publication channels,
LSE public policy review,Other identified publication channels,London School of Economics and Political Science public policy review
Journal of Maltese education research,Other identified publication channels,Malta Review of Educational Research
MAST,1,"Journal of media, art, study, and theory"
Materials for quantum technology,1,
Materials proceedings,Other identified publication channels,
MDM policy & practice,1,MDM policy and practice
Media fields journal,Other identified publication channels,
Mezinárodní vztahy,1,Czech Journal of International Relations
Micro,Other identified publication channels,
Middle East journal of cancer,Other identified publication channels,
Proceedings of the European Marketing Academy,Other identified publication channels,EMAC Annual Conference
Morphologie,Other identified publication channels,
Nanotechnology and precision engineering,1,
NASSP bulletin,1,National Association of Secondary School Principals bulletin
CIB W78 conference series,Other identified publication channels,International Council for Research and Innovation in Building and Construction W78 conference series
Proceedings of international agriculture innovation conference,Other identified publication channels,
Proceedings of the ... international conference on economics and social sciences.,Other identified publication channels,ICESS ... proceedings
Environmental sciences proceedings,Other identified publication channels,
European proceedings of international conference on education and educational psychology,Other identified publication channels,EpICEEPSY
TEMat monográficos,Other identified publication channels,
IEEE Asia-Pacific conference on antennas and propagation,1,Proceedings
... IEEE Workshop on Wide Bandgap Power Devices and Applications,1,
Nature cancer,3,
IEEE-EMBS international conference on biomedical and health informatics,Other identified publication channels,
URSI General Assembly and Scientific Symposium,1,URSI GASS
International Academy of Practical Theology conference series,Other identified publication channels,
Nature reviews methods primers,1,
Pacific Asia Conference Language Information and Computation,Other identified publication channels,
Nature-based solutions,1,
MINA fagrapport,Other identified publication channels,
Necatibey eğitim fakültesi elektronik fen ve matematik eğitimi dergisi,Other identified publication channels,NEF-EFMED
Conference proceedings of the European sCO2 Conference,1,Conference proceedings sCO2 Europe
UKnowledge,Other identified publication channels,U knowledge
International grassland congress,Other identified publication channels,
Neofilologiâ,Other identified publication channels,Neophilology
Network,Other identified publication channels,
New Zealand Slavonic journal,1,Slavonic journal
International Conference on 3D Vision proceedings,1,
Environment-behaviour proceedings journal,Other identified publication channels,E-B
Dialogo,1,Dialogo - Proceedings of the Conference on the Dialoque between Science and Theology
Neuropsy open,Other identified publication channels,
Ningen kankyogaku kenkyu,Other identified publication channels,Journal of human environmental studies
Nordic journal of studies in policing,1,
"Procedia Environmental Science, Engineering and Management",1,P-ESEM
IEEE Conference on Business Informatics,Other identified publication channels,
NSS space settlement journal,Other identified publication channels,National Space Society space settlement journal
Proceedings of the International Conference on European Association for Education in Elect rial and Information Engineering.,Other identified publication channels,
"IEEE international conference on engineering, technology and innovation",1,
Olhares & trilhas,Other identified publication channels,Revista olhares & trilhas
"Symposium of Image, Signal Processing, and Artificial Vision",Other identified publication channels,
Oncoscience,Other identified publication channels,
Blucher design proceedings,Other identified publication channels,
Choonpa Erekutoronikusu no Kiso to Oyo ni Kansuru Shinpojiumu,Other identified publication channels,Symposium on Ultrasonic Electronics
SECRYPT,1,International Conference on Security and Cryptography
CSEDU,Other identified publication channels,International Conference on Computer Supported Education
VISIGRAPP,1,
International Oil Spill Conference proceedings,Other identified publication channels,
Op. cit.,1,Opus cité
Operative techniques in otolaryngology-head and neck surgery,1,
Ornithology,1,
Osteology,Other identified publication channels,
Biotechnology for biofuels and bioproducts,2,
Journal of political institutions and political economy,1,Journal of political institutions & political economy
Journalism and media,Other identified publication channels,
Pacific Rim international journal of nursing research,1,
Paediatric & neonatal pain,1,Paediatric and neonatal pain
Palliative medicine reports,1,
"Pediatric gastroenterology, hepatology & nutrition",1,"Pediatric gastroenterology, hepatology and nutrition"
Per la filosofia,Other identified publication channels,
Perinatal journal,1,
International Conference Image and Vision Computing New Zealand,1,
"Proceedings of the European conference on management, leadership and governance",Other identified publication channels,"European conference on management, leadership and governance"
IEEE International Conference on Smart Communities,1,International Symposium on High Capacity Optical Networks and Enabling Technologies
Periodica polytechnica electrical engineering and computer science,Other identified publication channels,
Physical and engineering sciences in medicine,1,
PhytoFrontiers,1,Phyto frontiers
Pielęgniarstwo XXI wieku,Other identified publication channels,Nursing in the 21st Century
"Plants, people, planet",1,
Polish journal for American studies,1,
IEEE International Conference on Multimedia and Expo,1,International Conference on Multimedia and Expo
Prace polonistyczne,1,Studies in Polish Literature
Praktyka teoretyczna,1,
Proceedings of the international conference on business excellence,Other identified publication channels,
Han-guk chojeondo jeoon-gonghakoe nonmunji,Other identified publication channels,Progress in superconductivity and cryogenics
Przegląd rusycystyczny,1,
Psychological test adaptation and development,1,Official open access organ of the European Association of Psychological Assessment
Public health in practice,1,
Pure and applied analysis,1,
Qatar medical journal,Other identified publication channels,
Qualitative health communication,Other identified publication channels,
Environmental analysis & ecology studies,Other identified publication channels,Environmental analysis and ecology studies
Questions of international law,1,Questions de droit international
Radiology : artificial intelligence,1,
"Reabilitacijos mokslai : slauga, kineziterapija, ergoterapija",Other identified publication channels,"Rehabilitation Sciences: Nursing, Physiotherapy, Occupational Therapy"
Research on child and adolescent psychopathology,2,
Revista Brasileira de direito processual penal,1,
Revista científica general José María Córdova,1,
Revista de antropología,1,
Finnish journal of linguistics,1,
Revista de comunicação dialógica,1,
Revista de teoria da história,1,
Revue de la régulation,1,
Revue de l'université de Moncton,Other identified publication channels,
Roczniki biblioteczne,Other identified publication channels,
S/N Korean humanities,1,
Salesianum,Other identified publication channels,
Science journal of education,Other identified publication channels,
"Scientific papers : series management, economic, engineering in agriculture and rural development",1,
Segle XX,1,
Sichuan daxue xuebao : zhexue shehui kexue ban,Other identified publication channels,Journal of Sichuan University
Skin health and disease,1,
Slavistika,1,Slavic Studies
Sleep advances,1,
Sleep science and practice,1,
Small science,1,
Smart materials in medicine,Other identified publication channels,
Sociologies pratiques,Other identified publication channels,
Southern African public law,1,
Synthetic biology,1,
Vasi szemle,Other identified publication channels,Obzor komitata Vaš; Eisenburger Rundschau
Vestnik Sankt-Peterburgskogo universiteta : meždunarodnye otnošeniâ,1,Vestnik of Saint-Petersburg University: International relations
Wacana,1,Jurnal Ilmu Pengetahuan Budaya
WestEnd,Other identified publication channels,Neue Zeitschrift für Sozialforschung
Western journal of emergency medicine,1,The western journal of emergency medicine
Whatever,1,A Transdisciplinary journal of queer theories and studies
Wiener medizinische Wochenschrift,Other identified publication channels,
World journal of pediatric surgery,1,
WSEAS transactions on environment and development,1,World Scientific and Engineering Academy and Society transactions on environment and development
Taiyangneng xuebao,Other identified publication channels,Acta Energiae Solaris Sinica
TalTech journal of European studies,1,
Tannlæknablaðið,Other identified publication channels,Icelandic dental journal
Gyosa gyo-yug yeon-gu,Other identified publication channels,Teacher education research
Teaching public administration,1,
TECCOGS : revista digital de tecnologias cognitivas,Other identified publication channels,
Techne,1,Journal of technology for architecture and environment
Technology and language,1,Tehnologii v infosfere
Telekinet,Other identified publication channels,Телекинет
Tér és társadalom,1,Space and society
Terra,Other identified publication channels,
Tertium comparationis,1,
Texas education review,Other identified publication channels,
Therapeutic advances in chronic disease,1,
Therapeutic advances in gastroenterology,1,
Therya,1,
Third world approaches to international law review,1,TWAIL review
American review of international arbitration,1,The American review of international arbitration
Jianzhushi,Other identified publication channels,Architect
Cell surface,Other identified publication channels,The Cell surface
European zoological journal,1,The European zoological journal
Hong Kong journal of social work,1,The Hong Kong journal of social work
International journal of religion and spirituality in society,1,The international journal of religion and spirituality in society
Journal of Asia TEFL,1,The journal of Asia TEFL
Journal of research administration,1,The journal of research administration
Journal of the European association for Chinese studies,1,The Journal of the European Association for Chinese Studies
Philosophy of humor yearbook,1,The philosophy of humor yearbook
The rest,1,Journal of politics and development
Surgery journal,1,The Surgery Journal
Ukrainian biochemical journal,Other identified publication channels,Ukraïnsʹkij bìohìmìčnij žurnal; The Ukrainian biochemical journal
Tongxin xuebao,Other identified publication channels,Journal of China Institute of Communications
Transplantation and cellular therapy,1,
Transplantation direct,1,
Trauma monthly,Other identified publication channels,
Trends in linguistics : studies and monographs,1,
Tribologie und Schmierungstechnik,Other identified publication channels,"Organ der Gesellschaft für Tribologie, Organ der Österreichischen Tribologischen Gesellschaft, Organ der Swiss Tribology"
Turczaninowia,1,
Tutkimus & kritiikki,1,Tutkimus ja kritiikki
Yapı,Other identified publication channels,"Monthly architecture, culture and art magazine"
Yuanzineng kexue jishu,Other identified publication channels,Atomic Energy Science and Technology
ZARCH,1,
Vestnik Vâtskogo gosudarstvennogo universiteta,Other identified publication channels,Вестник Вятского государственного университета
Demografičeskoe obozrenie,1,Demographic review; Демографическое обозрение
Interakciâ intervʹû interpretaciâ,1,Interaction. Interview. Interpretation; INTER
Obrazovanie i samorazvitie,Other identified publication channels,Education and self-development
Èlektronnoe priloženie k Rossijskomu ûridičeskomu žurnalu,Other identified publication channels,Rossijskij ûridičeskij žurnal. Èlektronnoe priloženie
Rusistika,1,Russian language studies
Sovremennoe doškolʹnoe obrazovanie : teoriâ i praktika,Other identified publication channels,Preschool education today. Theory and practice
Filologičeskij klass,1,Philological class
Tianjin shi jiao-ke-yuan xuebao,Other identified publication channels,Journal of Tianjin Academy of Educational Science
Journal of electrochemical science and technology,1,Electrochemical science and technology
Pulmonary therapy,1,
Pediatric medicine,1,
Journal of animal science and technology,Other identified publication channels,
Cardiology and therapy,1,
Advances in surgery,1,
Acta scientific microbiology,Other identified publication channels,
Advances in materials and processing technologies,Other identified publication channels,
Mağallaẗ al-Mağmaʿ,Other identified publication channels,"Studies in Arabic language, literature and thought"
Bio-design and manufacturing,Other identified publication channels,
Bioactive compounds in health and disease,Other identified publication channels,
Bioelectricity,1,
Cardiac electrophysiology clinics,Other identified publication channels,
Critical reviews in solid state and materials sciences,1,Chemical Rubber Company critical reviews in solid state and materials sciences
Current molecular pharmacology,1,
EJHaem,1,eJournal of Haematology
Electrochemical energy reviews,1,
EPJ nuclear sciences & technologies,1,European physical journal Nuclear sciences & technologies
Food structure,1,
Frontiers in bioscience,1,Frontiers in bioscience-Landmark
Frontiers in sustainability,Other identified publication channels,
Health sciences review,Other identified publication channels,
IEEE transactions on artificial intelligence,1,Transactions on artificial intelligence
Integrated pharmacy research and practice,1,Journal of integrated pharmacy research and practice
International journal of technology in teaching and learning,Other identified publication channels,Journal of technology in teaching and learning
JCO oncology practice,1,
Journal of biologically active products from nature,1,
Journal of ecology and environment,1,
Journal of engineering and science research,Other identified publication channels,
Journal of ethnic foods,1,
Journal of experimental pharmacology,1,
Journal of nanotheranostics,Other identified publication channels,
Journal of clinical oncology and research,Other identified publication channels,
Kasvun tuki -aikakauslehti,1,
The Korean journal of internal medicine,1,
Modern trends in psychiatry,Other identified publication channels,
National accounting review,1,
Quantitative plant biology,1,
Nature reviews psychology,1,
Neonatology today,Other identified publication channels,
Medicine research,Other identified publication channels,
The innovation,1,
View,Other identified publication channels,
Pharmaceutical patent analyst,Other identified publication channels,
Revue française de gestion,1,
Advanced energy and sustainability research,1,Advanced energy & sustainability research
"Architecture, structures and construction",1,
EMI educational media international,1,
Egyptian journal of otolaryngology,1,The Egyptian journal of otolaryngology
IEEE journal on flexible electronics,1,Journal on flexible electronics
Anthropocene science,Other identified publication channels,
Higher education forum,Other identified publication channels,
Innovative infrastructure solutions,1,
Regenerative biomaterials,1,
Urolithiasis,1,
Capitulum,Other identified publication channels,The International Compositae Alliance newsletter
Przegląd historyczno-wojskowy,1,
Xin li xue jin zhan,Other identified publication channels,Advances in psychology
Salón bienal de investigación creación,Other identified publication channels,
Suomen ev.-lut. kirkon tutkimusjulkaisuja,1,Suomen evankelis-luterilaisen kirkon tutkimusjulkaisuja
Acta Byzantina Fennica : supplementa,Other identified publication channels,
Journal of antitrust enforcement,1,
Helsingin yliopiston koulutuksen arviointikeskus HEAn raportit,Other identified publication channels,
Polyphenols communication,Other identified publication channels,
Language resources,Other identified publication channels,
Hungarian studies yearbook,1,
Sitra muistio,Other identified publication channels,Sitra muistio
The International conference on information networking,1,
Ornithological applications,2,
"Studii de limbă, literatură şi metodică",Other identified publication channels,
Geowissenschaftliche Mitteilungen,Other identified publication channels,
Pólay Elemér Alapítvány könyvtára,Other identified publication channels,Bibliothèque de la Fondation Elemér Pólay
ERCOFTAC series,Other identified publication channels,"European Research Community on Flow, Turbulence and Combustion series"
Bulletin of the society of systematic biologists,Other identified publication channels,BSSB
New Europe college yearbook,Other identified publication channels,
Encyclopædia Iranica,Other identified publication channels,Encyclopedia Iranica
Ainu senjumin kenkyu,1,Journal of Ainu and indigenous studies
Translation in society,Other identified publication channels,
Etudes canadiennes,1,Canadian Studies
Policy brief,1,Terrorism and counter-terrorism policy briefs
Suomen luontopaneelin julkaisuja,Other identified publication channels,
FGI publications,Other identified publication channels,Finnish Geospatial Research Institute publications
Nordiske studier i leksikografi,Other identified publication channels,Nordiska studier i lexikografi
Mefisto,1,
Publications de l'Observatoire Astronomique de Belgrade,Other identified publication channels,Publikacije Astronomske opservatorije u Beogradu
Algorithms for intelligent systems,Other identified publication channels,
Vård i fokus,Other identified publication channels,
Chemistry Africa,Other identified publication channels,A journal of the Tunisian Chemical Society
Cogitare enfermagem,Other identified publication channels,
"Design, construction, maintenance",Other identified publication channels,
Encyclopedia,Other identified publication channels,
Erikoislääkäri,Other identified publication channels,
Frontiers in signal processing,1,
Géotechnique letters,1,
IEEE transactions on quantum engineering,1,
Independence,Other identified publication channels,
Journal of communication technology,1,
Journal of multiscale modelling,1,
Polymorfi,Other identified publication channels,
WSEAS transactions on biology and biomedicine,1,
European law open,1,
Paleoceanography and paleoclimatology,2,
AHFE international,1,Applied human factors and ergonomics international
Proceedings : IEEE International Symposium on High-Assurance Systems Engineering,Other identified publication channels,International Symposium on High-Assurance Systems Engineering
Proceedings : IEEE International Symposium for Design and Technology in Electronic Packaging,1,International Symposium for Design and Technology of Electronics Packages
Proceedings of the Institute of Navigation : International Technical Meeting,1,ITM proceedings
CLARIN annual conference proceedings,Other identified publication channels,Proceedings of CLARIN annual conference
Journal of psychopathology and clinical science,3,
Optics continuum,1,
Information & media,1,Information and media
Computers and education : artificial intelligence,1,Computers & Education: Artificial Intelligence
"Business ethics, the environment & responsibility",1,"Business ethics, the environment and responsibility"
Comparative political theory,1,
Cleaner production letters,1,CLPL
The journal of FinTech,1,
Digital geography and society,1,
International journal of esports,1,IJESPORTS
Journal of anime and manga studies,1,Journal of anime & manga studies
Personality science,1,PS
Applied corpus linguistics,1,
International criminology,1,The official journal of the Division of International Criminology of the American Society of Criminology
Collated papers for the ALTE international conference,Other identified publication channels,Collated papers for the Association of Language Testers in Europe International Conference
ACM transactions on evolutionary learning,1,ACM TELO
Palgrave pivot,1,
Routledge focus on philosophy,1,
Routledge focus on business and management,1,
Routledge focus on accounting and auditing,1,
Routledge focus in tourism,1,
Digital war,1,
"Wellbeing, space and society",1,
TASK,Other identified publication channels,"TASK, journal on task-based language teaching and learning"
Additive manufacturing letters,1,
IEEE international conference on communications workshops,Other identified publication channels,ICCW
Analysis & sensing,1,
Proceedings (IEEE international conference on bioinformatics and biomedicine),1,
European journal of family business,1,
Glad!,1,
International journal of financial studies,Other identified publication channels,IJFS
Severnorusskie govory,Other identified publication channels,Severno-russkie govory
"Technology, mind, and behavior",1,"Technology, mind, & behavior"
Science of remote sensing,1,
Transatlantica,1,
Aesthetic investigations,1,
Frontiers in allergy,1,
Gerontologi,Other identified publication channels,Gerontologi (Vanløse)
Oeconomia copernicana,1,
Probability and mathematical physics,1,Probability & mathematical physics
Frontiers in environmental chemistry,Other identified publication channels,
Replaying Japan,1,
"Neurons, behavior, data analysis, and theory",Other identified publication channels,NBDT
Papers and records : Thunder Bay historical museum society,1,
Pro et contra,1,Books from the Finnish Political Science Association
Proceedings of the international conference on automated planning and scheduling,1,
International journal of geoheritage and parks,1,
Journal of European tort law,1,
Fordítástudomány,Other identified publication channels,
Acta universitatis sapientiae : philologica,1,
Journal of autoethnography,1,JoAE
Communications medicine,1,
Constructive mathematical analysis,1,
Journal of spectral imaging,1,
Transactions of the international society for music information retrieval,1,TISMIR
Musikk og tradisjon,1,Musikk tradisjon
Communication sciences & disorders,1,CSD
Clinical archives of communication disorders,1,CACD
Ecclesial practices,1,
Journal of computer virology and hacking techniques,1,
Journal of online learning research,1,JOLR
Horticulturae,Other identified publication channels,
Intelligent and converged networks,1,
"Journal of data science, statistics, and visualisation",1,JDSSV
AKCE international journal of graphs and combinatorics,1,Arulmigu Kalasalingam College of Engineering international journal of graphs and combinatorics
Nature cardiovascular research,1,
Steuer und Wirtschaft,1,StuW
SWI. Steuer & Wirtschaft international,Other identified publication channels,SWI. Steuer und Wirtschaft International
Papers in arts and humanities,Other identified publication channels,Journal of the Partium Christian University
Administrative theory & praxis,1,Administrative theory and praxis
Canadian journal of European and Russian studies,1,Revue canadienne d'études européennes et russes
Journal of corpora and discourse studies,1,JCADS
Journal of biomedical research & environmental sciences,Other identified publication channels,Journal of biomedical research and environmental sciences
Advances in computational intelligence,1,
International VAT monitor,Other identified publication channels,International value added taxation monitor
Mehrwertsteuerrecht,Other identified publication channels,MwStR (München)
International transfer pricing journal,Other identified publication channels,ITPJ
"Zdorov'â, sport, reabìlìtacìâ",Other identified publication channels,"Health, sport, rehabilitation"
International conference on information and communication technology convergence,Other identified publication channels,ICTC
Music research annual,1,
International journal of precision engineering and manufacturing green technology,1,
Matematičeskie zametki SVFU,1,Mathematical notes of NEFU
Gezinstherapie wereldwijd,Other identified publication channels,
Continuity in education,1,CiE
Energy advances,1,
History of pharmacy and pharmaceuticals,1,
Environmental research : infrastructure and sustainability,1,Infrastructure and sustainability
Journal of Chinese literature and culture,1,JCLC
Early medieval China,1,Zhongguo zhong gu yan jiu
Ars inveniendi analytica,1,Ars inv. analytica
Journal on mathematics education,1,JME
Linguistic typology at the crossroads,Other identified publication channels,
Journal of textile science & fashion technology,Other identified publication channels,Journal of textile science and fashion technology
"Arbeit, Bewegung, Geschichte",Other identified publication channels,
"Diacronie, studi di storia contemporanea",1,
Esboços,1,"Esboços, histórias em contextos globais"
Theologia viatorum,1,
Journal of advanced joining processes,1,
Inquiry in education,Other identified publication channels,I.e.
Emerging science journal,1,
Historia de la educación,Other identified publication channels,
"Revista proyecto, progreso, arquitectura",1,
IEEE open journal of nanotechnology,1,OJN
Journal of magnesium and alloys,1,
Urban rail transit,1,
IEEE open journal of engineering in medicine and biology,1,Engineering of medicine and biology
Sports health,1,SPH
Revista de derecho penal y criminologia,Other identified publication channels,
Atoms,Other identified publication channels,
Histories,Other identified publication channels,
Adolescents,Other identified publication channels,
Verbum vitae,1,
Migration information source,Other identified publication channels,
International journal of human rights education,1,IJHRE
The Catholic social science review,Other identified publication channels,
International journal of systemic therapy,1,
BMC pharmacology & toxicology,1,BMC pharmacology and toxicology
Observational studies,1,OBS
Nordic journal of renaissance studies,1,
Peer community journal,1,
Academy of marketing studies journal,Other identified publication channels,"Journal of organizational culture, communications and conflict"
Foundations and trends in marketing,1,
Maloca,Other identified publication channels,"Maloca, revista de estudos indígenas"
Journal of translational internal medicine,Other identified publication channels,
Heritage & society,1,Heritage and society
Bloomsbury education and childhood studies,Other identified publication channels,
Know,1,Journal on the formation of knowledge
Fundamental research,1,Ziran Kexue Jichu Yanjiu
ABA tax times,Other identified publication channels,American Bar Association tax times
Yuanzihe wuli pinglun,Other identified publication channels,Nuclear Physics Review
The ATA journal of legal tax research,1,American Taxation Association journal of legal tax research
Columbia journal of tax law,1,Colum. J. Tax L.
Current issues in auditing,1,
Journal of governmental & nonprofit accounting,1,Journal of governmental and nonprofit accounting
Glottodidactica,1,Glottodidactica. An International Journal of Applied Linguistics
"Earth science, systems and society",1,ES³
Highlights & insights on European taxation,Other identified publication channels,Highlights and insights on European taxation; H&I
Zeitschrift Korpora Deutsch als Fremdsprache,1,KorDaF
Florida tax review,1,
The journal of the American taxation association,1,
Fremdsprachen lehren und lernen,Other identified publication channels,
U.Porto journal of engineering,Other identified publication channels,
Journal of consumer health on the internet,1,Consumer health on the Internet
PLOS climate,1,PLOS clim
PLOS water,1,PLOS water resources
Foundations and trends in finance,1,FnT FIN
Journal of financial management markets and institutions,1,JFMMI
International journal of indigenous health,Other identified publication channels,IJIH
European journal of education and pedagogy,1,
Journal of historical political economy,1,Historical political economy
International journal of urban sciences,1,IJUS
Transtext(e)s transcultures,1,Transtextes transcultures
JID innovations,1,Journal of Investigative Dermatology innovations
Jazz education in research and practice,1,Jazz
Conference proceedings (Ethnographic praxis in industry conference),Other identified publication channels,Ethnographic Praxis in Industry Conference proceedings
Journal of global sport management,1,JGSM
European journal of materials,Other identified publication channels,
Theoretical and applied mechanics,Other identified publication channels,Teorijska i primenjena mehanika
Soil,1,
Production & manufacturing research,1,Production and manufacturing research
Advances in industrial and manufacturing engineering,1,
International journal of industrial engineering and operations management,1,IJIEOM
Lasers in manufacturing and materials processing,1,
Palliative care and social practice,1,
Material design & processing communications,1,Material design and processing communications
Research methods in applied linguistics,Other identified publication channels,
PLOS sustainability and transformation,1,PLOS sustain transform
Children & schools,Other identified publication channels,Children and schools
Journal of interprofessional education & practice,Other identified publication channels,Journal of interprofessional education and practice
Journal of legal research methodology,1,
Science and technology of advanced materials : methods,1,STAM. Methods
European journal of health communication,1,EJHC
